,Наименование,Марка стали,Длина,"Цена за 1т, руб. с НДС","Цена за 1т, руб. с НДС.1",Поставщик,Поставщик.1,Город,Размер,Подраздел,Раздел
0,Балка б/у 10,,4-6,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,10,Балка б/у,Металлопрокат
1,Балка б/у 10,,6-12,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,10,Балка б/у,Металлопрокат
2,Балка б/у 10,,5-12,58 000,,Компания ТрубоТорг Мск (495) 223-44-51 доб.,,Москва,10,Балка б/у,Металлопрокат
0,Балка б/у 10Б1,,4-6,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,10Б1,Балка б/у,Металлопрокат
1,Балка б/у 10Б1,,6-12,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,10Б1,Балка б/у,Металлопрокат
2,Балка б/у 10Б1,,5,58 000,,Компания ТрубоТорг Мск (495) 223-44-51 доб.,,Москва,10Б1,Балка б/у,Металлопрокат
0,Балка б/у 10Б2,,4-6,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,10Б2,Балка б/у,Металлопрокат
1,Балка б/у 10Б2,,6-12,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,10Б2,Балка б/у,Металлопрокат
2,Балка б/у 10Б2,,5,58 000,,Компания ТрубоТорг Мск (495) 223-44-51 доб.,,Москва,10Б2,Балка б/у,Металлопрокат
0,Балка б/у 12,,4-6,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,12,Балка б/у,Металлопрокат
1,Балка б/у 12,,6-12,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,12,Балка б/у,Металлопрокат
0,Балка б/у 12Б1,,5,58 000,,Компания ТрубоТорг Мск (495) 223-44-51 доб.,,Москва,12Б1,Балка б/у,Металлопрокат
0,Балка б/у 12Б2,,5,58 000,,Компания ТрубоТорг Мск (495) 223-44-51 доб.,,Москва,12Б2,Балка б/у,Металлопрокат
0,Балка б/у 14,,4-6,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,14,Балка б/у,Металлопрокат
1,Балка б/у 14,,6-12,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,14,Балка б/у,Металлопрокат
2,Балка б/у 14,,,75 500,,Атон Сталь Мск (495) 20-30-400,,Москва,14,Балка б/у,Металлопрокат
0,Балка б/у 14Б1,,,55 000,,ТПО СТАЛЬРЕЗЕРВ Мск (495) 374-77-17,,Москва,14Б1,Балка б/у,Металлопрокат
1,Балка б/у 14Б1,,4-6,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,14Б1,Балка б/у,Металлопрокат
2,Балка б/у 14Б1,,6-12,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,14Б1,Балка б/у,Металлопрокат
3,Балка б/у 14Б1,,5,58 000,,Компания ТрубоТорг Мск (495) 223-44-51 доб.,,Москва,14Б1,Балка б/у,Металлопрокат
4,Балка б/у 14Б1,,,76 000,,Атон Сталь Мск (495) 20-30-400,,Москва,14Б1,Балка б/у,Металлопрокат
0,Балка б/у 14Б2,,4-6,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,14Б2,Балка б/у,Металлопрокат
1,Балка б/у 14Б2,,6-12,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,14Б2,Балка б/у,Металлопрокат
2,Балка б/у 14Б2,,5,58 000,,Компания ТрубоТорг Мск (495) 223-44-51 доб.,,Москва,14Б2,Балка б/у,Металлопрокат
3,Балка б/у 14Б2,,,74 500,,Атон Сталь Мск (495) 20-30-400,,Москва,14Б2,Балка б/у,Металлопрокат
0,Балка б/у 16,,,55 000,,ТПО СТАЛЬРЕЗЕРВ Мск (495) 374-77-17,,Москва,16,Балка б/у,Металлопрокат
1,Балка б/у 16,ст3,,55 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,16,Балка б/у,Металлопрокат
2,Балка б/у 16,,4-6,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,16,Балка б/у,Металлопрокат
3,Балка б/у 16,,6-12,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,16,Балка б/у,Металлопрокат
4,Балка б/у 16,,,63 000,,ТУБУС Мск (495) 188-43-21,,Москва,16,Балка б/у,Металлопрокат
5,Балка б/у 16,,,64 000,,ПСК ТРАСТ-М Мск (499) 288-00-68,,Москва,16,Балка б/у,Металлопрокат
6,Балка б/у 16,09Г2С,,75 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,16,Балка б/у,Металлопрокат
0,Балка б/у 16Б1,,,55 000,,ТПО СТАЛЬРЕЗЕРВ Мск (495) 374-77-17,,Москва,16Б1,Балка б/у,Металлопрокат
1,Балка б/у 16Б1,,4-6,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,16Б1,Балка б/у,Металлопрокат
2,Балка б/у 16Б1,,6-12,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,16Б1,Балка б/у,Металлопрокат
3,Балка б/у 16Б1,,5,58 000,,Компания ТрубоТорг Мск (495) 223-44-51 доб.,,Москва,16Б1,Балка б/у,Металлопрокат
4,Балка б/у 16Б1,,,звоните,,СтройГруппКомпани Мск (495) 055-55-03,,Москва,16Б1,Балка б/у,Металлопрокат
5,Балка б/у 16Б1,,,звоните,,СтройГруппКомпани Мск (495) 055-55-03,,Москва,16Б1,Балка б/у,Металлопрокат
0,Балка б/у 16Б2,,4-6,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,16Б2,Балка б/у,Металлопрокат
1,Балка б/у 16Б2,,6-12,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,16Б2,Балка б/у,Металлопрокат
2,Балка б/у 16Б2,,5,58 000,,Компания ТрубоТорг Мск (495) 223-44-51 доб.,,Москва,16Б2,Балка б/у,Металлопрокат
0,Балка б/у 16К1,,4-6,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,16К1,Балка б/у,Металлопрокат
1,Балка б/у 16К1,,6-12,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,16К1,Балка б/у,Металлопрокат
2,Балка б/у 16К1,,,58 500,,Атон Сталь Мск (495) 20-30-400,,Москва,16К1,Балка б/у,Металлопрокат
0,Балка б/у 18,,,55 000,,ТПО СТАЛЬРЕЗЕРВ Мск (495) 374-77-17,,Москва,18,Балка б/у,Металлопрокат
1,Балка б/у 18,ст3,,55 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,18,Балка б/у,Металлопрокат
2,Балка б/у 18,,4-6,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,18,Балка б/у,Металлопрокат
3,Балка б/у 18,,6-12,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,18,Балка б/у,Металлопрокат
4,Балка б/у 18,,,63 000,,ТУБУС Мск (495) 188-43-21,,Москва,18,Балка б/у,Металлопрокат
5,Балка б/у 18,,6,73 500,,АВМ Инжиниринг Мск (495) 128-18-34,,Москва,18,Балка б/у,Металлопрокат
6,Балка б/у 18,,,75 000,,Атон Сталь Мск (495) 20-30-400,,Москва,18,Балка б/у,Металлопрокат
7,Балка б/у 18,09Г2С,,75 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,18,Балка б/у,Металлопрокат
8,Балка б/у 18,,,звоните,,СтройГруппКомпани Мск (495) 055-55-03,,Москва,18,Балка б/у,Металлопрокат
9,Балка б/у 18,,,звоните,,СтройГруппКомпани Мск (495) 055-55-03,,Москва,18,Балка б/у,Металлопрокат
0,Балка б/у 18Б1,,,55 000,,ТПО СТАЛЬРЕЗЕРВ Мск (495) 374-77-17,,Москва,18Б1,Балка б/у,Металлопрокат
1,Балка б/у 18Б1,ст3,,55 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,18Б1,Балка б/у,Металлопрокат
2,Балка б/у 18Б1,,4-6,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,18Б1,Балка б/у,Металлопрокат
3,Балка б/у 18Б1,,6-12,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,18Б1,Балка б/у,Металлопрокат
4,Балка б/у 18Б1,,5,58 000,,Компания ТрубоТорг Мск (495) 223-44-51 доб.,,Москва,18Б1,Балка б/у,Металлопрокат
5,Балка б/у 18Б1,,,64 000,,ПСК ТРАСТ-М Мск (499) 288-00-68,,Москва,18Б1,Балка б/у,Металлопрокат
6,Балка б/у 18Б1,ст3,6-12,70 000,,Риан Групп Мск (926) 602-83-59 доб.,,Москва,18Б1,Балка б/у,Металлопрокат
7,Балка б/у 18Б1,,,74 550,,Атон Сталь Мск (495) 20-30-400,,Москва,18Б1,Балка б/у,Металлопрокат
8,Балка б/у 18Б1,09Г2С,,75 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,18Б1,Балка б/у,Металлопрокат
0,Балка б/у 18Б2,,4-6,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,18Б2,Балка б/у,Металлопрокат
1,Балка б/у 18Б2,,6-12,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,18Б2,Балка б/у,Металлопрокат
2,Балка б/у 18Б2,,5,58 000,,Компания ТрубоТорг Мск (495) 223-44-51 доб.,,Москва,18Б2,Балка б/у,Металлопрокат
3,Балка б/у 18Б2,,,70 000,,Атон Сталь Мск (495) 20-30-400,,Москва,18Б2,Балка б/у,Металлопрокат
